SnomedCTConceptId	Description	2019-2020	2020-2021
371611000000107	COPD patient unsuitable for pulmonary rehab - enh serv admin	30.2699406	13.78968967
959421000000105	Asthma monitoring short message service text message second invitation (procedure)	40.20599236	12.99790531
772051000000106	Asthma limits activities most days	34.89290552	12.79496899
54398005	Acute upper respiratory infection (disorder)	16.61575044	12.71512519
771941000000102	Asthma causes symptoms most nights	40.90122631	12.66688623
313296004	Mild chronic obstructive pulmonary disease (disorder)	18.27885908	12.47060355
281239006	Exacerbation of asthma (disorder)	21.85726908	12.44398895
185734008	Asthma monitor 3rd letter	23.75041838	11.30288797
50043002	Disorder of respiratory system (disorder)	10.03488404	10.17509429
268511007	Other respiratory disease monitoring	9.078937373	9.983801855
170655007	Asthma restricts exercise	17.74380159	9.423231841
448003001	Royal College Physician asthma assessment 3 question score	16.51691816	9.378319704
892301000000100	Asthma management plan declined (situation)	21.04786682	9.002388477
185735009	Asthma monitor verbal invite	11.56848833	8.248862613
395022009	Nocturnal asthma	10.74034202	8.0742043
313299006	Severe chronic obstructive pulmonary disease	12.6317873	7.887902099
473202005	Chronic obstructiv pulmonary disease medication optimisation	11.50373615	7.761482749
85915003	Laryngotracheobronchitis	16.84408707	7.600131736
741056003	Health education - chronic obstructive pulmonary disease	11.45943203	7.442107548
170634005	Asthma disturbs sleep frequently	12.4153787	7.398858823
170633004	Asthma disturbs sleep weekly	10.61935768	7.102771397
32398004	Bronchitis NOS	12.97940427	6.997976409
736283006	Chronic obstructive pulmonary disease clini management plan	8.102542644	6.530557495
198411000000102	COPD (chronic obstructive pulmonary disease) does not disturb sleep	18.44925956	6.50726972
87433001	Emphysema of lung	7.071619763	6.425762507
285381006	Acute infective exacerbation of chronic obstructive airways disease (disorder)	10.29048476	6.299343157
170632009	Asthma causing night waking	11.12374309	6.247777369
390940007	Asthma monitoring due	7.88272603	6.146309206
760621000000103	Chronic obstructive pulmonary disease 6 monthly review	16.25961344	6.034860568
713701000000108	Asthma monitoring admin.	21.15181111	5.936719231
717021000000106	Chronic obstructive pulmonary disease monitoring 2nd letter	32.26021816	5.935055818
370207001	Asthma limits walking up hills or stairs	12.49887493	5.89679733
858091000000102	Respiratory disease medication review (procedure)	11.89224924	5.534173404
31387002	EIA - Exercise-induced asthma	5.868592401	5.487597854
170609005	Follow-up respiratory assessment (regime/therapy)	4.273643944	5.158242178
185242005	Seen in asthma clinic	5.924824558	5.083388615
185940009	Patient in asthma study	2.498070981	5.058437428
89581000000109	Did not attend asthma clinic (finding)	16.50328612	4.932018078
390878008	Step down change in asthma management plan	5.398287087	4.88710594
763077003	Asthma control questionnaire	2.349822567	4.835540152
716901000000101	Chronic obstructive pulmonary disease monitor phone invite	17.54613704	4.552760026
170647000	Asthma prophylactic medication used	3.719842396	4.506184476
717291000000103	Excepted from asthma quality indicators: Patient unsuitable	11.60597644	4.428004088
389145006	Atopic asthma	4.08620342	4.284950613
811151000000105	Number days absent from school due to asthma in past 6 month	4.933093787	4.10363865
233703007	[X]Other resp diseases principally affecting interstitium	3.862978796	3.845809712
370225008	Asthma treatment compliance unsatisfactory	5.23470263	3.671151399
716311000000100	Excepted from COPD quality indicators: Patient unsuitable	17.40811265	3.644536799
708358003	Emergency asthma admission since last appointment	3.726658415	3.607941723
716291000000101	Excepted from COPD quality indicators: Informed dissent	18.61454802	3.554712523
760601000000107	Chronic obstructive pulmonary disease 3 monthly review	9.407810292	3.499819911
370218001	Mild asthma	3.571593982	3.270268985
445531003	Asthma control questionnaire (assessment scale)	1.750012891	3.245317797
36118008	Pneumothorax NOS	3.039944496	3.122225272
913741000000100	Prescription of respiratory disease rescue medication (procedure)	8.811408625	2.960874259
10692761000119107	Asthma-chronic obstructive pulmonary disease overlap syndrome (disorder)	2.15045401	2.827801259
233683003	Hay fever with asthma	3.251241086	2.699718496
847091000000104	Acute non-infective exacerbation of chronic obstructive pulmonary disease (disorder)	4.994437958	2.678094133
170627008	Airways obstruction reversible	3.305769239	2.571635733
704121003	Step up change in chronic obstructive pulmonary disease management plan (regime/therapy)	1.8249891	2.49012852
302331000000106	Royal College of Physicians asthma assessment (assessment scale)	9.087457397	2.471830983
959441000000103	Asthma monitoring short message service text message third invitation (procedure)	11.18338325	2.43689932
182730005	Asthma control step 4 (procedure)	2.7195916	2.31047997
308500005	Asthma monitoring call (procedure)	4.445748425	2.307153145
182726007	Asthma control step 0 (procedure)	3.016088429	2.202358157
170618007	Respiratory treatment changed (situation)	2.695735534	2.187387444
170657004	Asthma severely restricts exercise	3.343257343	2.160772844
390872009	Change in asthma management plan	0.983210748	2.109207056
170628003	Airways obstruction irreversible	3.675538272	2.097563169
763221007	Refuses asthma monitoring	2.334486524	2.077602219
19242006	Pulmonary oedema NOS	2.066957777	2.064294919
46775006	Respiratory distress syndrome in the newborn (disorder)	2.145341996	2.026036431
527191000000104	Health education - asthma self management	7.91510212	2.006075481
233678006	Childhood asthma	1.830101115	1.982787706
190905008	Cystic fibrosis	2.140229981	1.974470644
205237003	[X]Pneumonitis due to inhalation of other solids and liquids	0.461785291	1.966153581
405944004	Wheezy bronchitis	3.37052142	1.896290256
698509001	Under care of asthma specialist nurse	1.170651272	1.808129393
1321821000000104	Exposure to confirmed case of severe acute respiratory syndrome coronavirus 2 infection (event)	0.022152062	1.768207493
716281000000103	Chronic obstructive pulmonary disease monitoring verb invite	6.974491492	1.703334405
527211000000100	Health education - structured asthma discussion	3.595450048	1.656758855
183478001	"Emergency admission, asthma"	1.571092391	1.64012473
305476004	Under care of respiratory physician (finding)	1.047962929	1.638461317
857661000000104	Seen in chronic obstructive pulmonary disease clinic	1.790909005	1.59354918
182707004	Respiratory medication (procedure)	1.3955799	1.58689553
414087000	Emergency COPD admission since last appointment	2.11466991	1.508715142
448739000	Recurrent lower respiratory tract infection (disorder)	1.727860829	1.48709078
185728001	Attends asthma monitoring	1.0019548	1.440515229
155597006	Pneumonitis due to inhalation of solids or liquids	1.589836443	1.432198167
857791000000103	Chronic obstructive pulmonary disease rescue pack declined	3.953291048	1.390612854
374591000000101	COPD - enhanced services administration	4.285571977	1.368988492
700250006	Usual interstitial pneumonia	1.482484143	1.360671429
717521000000104	Chronic obstructive pulmonary disease monitoring 3rd letter	8.453567625	1.345700717
80423007	Spontaneous pneumothorax NOS	1.344459757	1.332393417
370219009	Moderate asthma	1.826693105	1.329066592
51615001	Cirrhosis of lung	2.227134224	1.325739767
390941006	Chronic obstructive pulmonary disease monitoring due	2.262918324	1.300788579
198401000000104	COPD (chronic obstructive pulmonary disease) disturbs sleep	3.360297391	1.295798341
266361008	Asthma due to internal immunological process	1.225179424	1.275837391
413845009	COPD accident and emergency attendance since last visit	1.419435967	1.267520329
293991000000106	Very severe chronic obstructive pulmonary disease	4.087907425	1.265856916
409622000	Respiratory failure	1.473964119	1.260866679
154283005	Lung tuberculosis	1.422843976	1.234252079
928511000000107	Asthma monitoring invitation email (procedure)	3.44208962	1.220944779
24369008	Sarcoidosis of lung	1.134867172	1.071237653
713731000000102	Chronic obstructive pulmonary disease monitoring admin	5.316494858	1.046286466
370206005	Asthma limits walking on the flat	1.983461543	1.019671866
527231000000108	Health education - structured patient focused asthma discuss	2.574751196	0.974759728
401193004	Asthma confirmed	1.634140567	0.958125603
312133006	Viral respiratory infection (disorder)	4.847893549	0.92984759
426896000	Chronic type 2 respiratory failure	1.211547386	0.926520765
715801000000103	Exception reporting: asthma quality indicators	2.755375701	0.91654029
170642006	Asthma severity	0.741242072	0.89657934
395159008	Chronic obstructive pulmonary disease leaflet given	2.049917729	0.821725777
892321000000109	Chronic obstructive pulmonary disease management plan declined (situation)	1.666516657	0.808418477
185730004	Asthma monitor offer default	1.230291438	0.746872215
370220003	Occasional asthma	0.833258329	0.74354539
312682007	Empyema	0.817922286	0.740218565
233679003	Late-onset asthma	0.845186362	0.728574677
275914007	Chronic resp. dis. monitoring	0.269232752	0.70362349
183099005	Asthma leaflet given	0.782138186	0.700296665
37471005	Allergic alveolitis	0.744650081	0.695306427
196125002	DIPF - Diffuse interstitial pulmonary fibrosis	0.834962333	0.693643015
19829001	Lung disease NOS	0.819626291	0.680335715
698529000	Seen in cystic fibrosis clinic	0.657745838	0.635423577
110011000000107	Did not attend chronic obstructive pulmonary disease clinic (finding)	2.777527762	0.612135802
233659006	Asbestos-induced pleural plaque	0.734426053	0.608808977
708090002	Acute severe exacerbation of asthma	0.541873514	0.597165089
408501008	Admit COPD emergency	0.865634419	0.592174852
370221004	Severe asthma	0.6441138	0.583857789
827571000000106	Has chronic obstructive pulmonary disease care plan	1.842029148	0.492370101
1240751000000100	Coronavirus disease 19 caused by severe acute respiratory syndrome coronavirus 2 (disorder)	5.434071187	0.485716451
713711000000105	Asthma clinic administration	0.6798979	0.477399389
866881000000101	Chronic asthma with fixed airflow obstruction	1.097379067	0.417516539
205731000000109	Chronic obstructive pulmonary disease excluded by spirometry	1.569388386	0.281116713
176711000000100	Does not have asthma management plan	0.685009914	0.221233863
